date_observed,streamfllow,Date_Prediction,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26
01-11-1958,7733,01-11-1978,17688.44,5743.931,6085.357,9100,22218.82,23702.72,15111.83,24496.35,18704.89,26558.51,14454.65,10557.65,13990.08,10314.43,15412.94,17994.59,11191.6,15619.02,12758.68,16399.71,6308.549,3338.912,6438.53,5538.337,9428.454,0.476079773
01-12-1958,4224,01-12-1978,1527.752,1578.143,1028.834,1199.358,1873.083,11665.29,7807.676,11754.37,9108.862,12378.2,9275.045,6477.929,9477.087,6584.879,9899.956,8611.63,6904.896,8438.141,5707.676,9365.174,4346.707,2320.081,4688.625,3721.014,4927.529,0.441682323
01-01-1959,2978,01-01-1979,1350.64,1760.802,1212.216,982.6337,1266.426,6576.868,4845.918,6165.68,4883.41,6407.839,5612.476,4402.65,6009.435,4034.976,5996.312,3286.485,4521.178,3038.266,2696.883,3787.7,3768.635,2384.243,4031.303,3314.528,4037.746,0.615506534
01-02-1959,3062,01-02-1979,614.8428,2002.969,574.4849,667.4901,741.0731,3913.642,3761.001,3451.119,3232.465,3622.67,3399.184,3084.606,3787.818,2766.168,3865.297,764.8056,3075.493,900.5529,1663.432,1641.93,2948.124,2112.239,3110.017,2883.316,3183.92,0.801889276
01-03-1959,2342,01-03-1979,97.53936,1886.793,174.2148,260.5922,226.6211,2339.876,3019.33,1894.036,2299.438,2173.526,2577.223,2645.763,3205.815,2936.205,2812.685,426.6928,1783.915,1033.033,2317.315,294.8429,2219.721,1280.2,2332.085,2283.673,2307.74,0.860410959
01-04-1959,1866,01-04-1979,27.98653,779.0105,51.36921,420.8083,4.04949,1245.062,2289.947,1070.569,2246.347,1074.512,2072.732,1610.102,2423.213,2608.211,1974.881,517.8732,742.4352,570.6931,578.0479,299.428,1711.448,812.6611,1608.312,2519.744,1573.327,0.893542839
01-05-1959,1864,01-05-1979,401.9218,701.6956,455.7208,1085.088,2729.369,811.3703,1641.792,619.2782,2468.408,822.1343,1570.618,1159.788,1846.925,1819.455,9572.054,567.7829,838.3413,808.3244,1806.83,7141.918,875.9564,752.0267,1408.368,2062.413,3479.659,1.101000316
01-06-1959,3980,01-06-1979,602.7921,2086.634,8595.005,3405.128,55791.43,482.763,1325.131,2482.26,2409.167,14625.91,2180.151,1944.519,6046.029,2887.336,41179.97,2886.225,3516.109,6165.119,4927.246,42985.92,1508.479,696.691,6125.131,4238.29,39231.64,1.691103181
01-07-1959,14250,01-07-1979,19862.06,16993.41,7745.735,15200.92,47070.72,3185.904,4078.667,5215.938,6337.681,36020.56,13270.85,8722.366,7152.92,7989.563,29981.61,21349.08,28410.03,10994.95,19324.01,38455.88,14106.29,11313.82,6376.324,11542,24206.67,2.556961684
01-08-1959,43717,01-08-1979,41070.81,58076.98,75617.3,42330.02,42796.79,17145.39,23027.12,49889.84,18769.79,37554.37,18874.04,29607.89,194218,26817.95,35533.7,32956.51,47522.65,165835.5,44785.08,55557.99,20239.87,33684.76,146483.6,27225.78,32847.1,2.222752962
01-09-1959,32093,01-09-1979,47038.89,78608.95,235926.8,69033.85,84699.28,25862,39791.95,130005.8,37661.62,51401.68,22189.27,26388.65,56456.36,26011.37,43551.87,39528.77,32609.8,71650.14,49753.46,63150.02,21585.31,24804.94,51420.53,29149.78,41951.65,1.407816448
01-10-1959,21400,01-10-1979,49675.6,19129.2,75675.36,54883.79,74401,28911.71,26032.78,72557.4,35587.77,48226.83,21709.79,15088.25,34331.8,16675.35,31091.37,33237.84,18007.67,37812.1,26006.96,34203.37,17520.17,6965.727,21268.57,13269.57,21328.1,0.856221663
01-11-1959,7424,01-11-1979,22604.41,3022.618,13111.89,13045.69,14817.82,21275.7,13267.61,33737.28,20265.58,27440.3,13622.3,11137.68,15073.79,10897.79,15349.56,16113.94,14250.7,18380.49,11193.3,17350.18,7505.434,3749.545,7436.227,4967.264,7567.479,0.506365585
01-12-1959,3924,01-12-1979,3101.824,4620.174,856.331,1112.083,1018.771,10812.14,8463.055,15796.47,10000.05,13168.18,8686.944,7239.977,9723.716,7038.616,10038.96,8261.943,6533.495,8491.905,5034.654,9641.298,4452.578,3058.447,4374.996,3277.971,4754.508,0.472716734
01-01-1960,2667,01-01-1980,1818.99,2591.649,1003.967,1153.41,1108.485,6276.41,5129.241,7686.152,5657.072,6858.965,6587.603,4549.466,6236.136,4540.396,6678.701,9537.653,5559.144,3085.038,2122.971,4747.098,4787.582,2819.451,3701.224,3197.268,4209.333,0.640836435
01-02-1960,2119,01-02-1980,4244.575,2565.419,563.7769,853.1953,869.5376,6814.915,4585.899,4266.514,3717.302,4455.308,7211.463,4939.952,4143.453,3185.409,5144.638,6770.285,6114.45,724.8676,998.9546,3109.507,6463.252,3854.3,3026.106,2712.595,3728.308,0.816737301
01-03-1960,1962,01-03-1980,5488.595,6087.917,113.8879,1016.639,485.4878,6735.053,5862.747,2255.767,3218.566,3327.714,6501.521,3915.194,3106.02,3761.266,4225.101,4236.781,3597.76,142.721,2122.364,1522.248,4852.643,3812.646,2096.611,2995.778,2980.745,0.871227944
01-04-1960,1693,01-04-1980,2413.312,1994.428,12.93451,447.0012,686.2273,5266.775,4181.905,1039.868,2455.987,2673.773,4609.505,2143.589,2081.53,2599.389,4112.689,2141.733,1797.869,165.0955,595.3817,1764.006,3943.899,1721.832,1666.843,2014.173,3248.983,0.901939975
01-05-1960,1535,01-05-1980,1375.678,1692.271,1.02875,358.8317,847.2798,3596.951,3135.053,465.8538,1824.91,2378.705,2455.12,1356.06,1171.982,1522.17,2305.326,3587.249,1483.51,443.2399,882.8537,1117.491,2101.614,1224.07,979.5131,1344.364,2236.541,1.092232145
01-06-1960,3188,01-06-1980,1785.376,2555.256,221.4372,1418.39,1139.778,2605.483,2282.603,286.5328,1544.085,2019.306,3185.831,1798.82,1436.568,3067.176,2564.983,5962.169,3410.006,1186.474,4821.944,2647.466,2463.893,1586.187,1798.336,2729.454,3015.532,1.618860505
01-07-1960,19448,01-07-1980,26958.14,13454.03,6737.398,25801.91,10002.76,6496.741,4636.657,888.7166,5637.442,3696.565,21994.75,7106.589,6240.698,16645.09,7386.167,35029.6,18831.95,13396.8,34786.71,14455.66,24403.56,10480.32,5274.991,20744.29,8368.893,2.365063453
01-08-1960,40943,01-08-1980,75743.09,44900.3,74723.29,68921.95,41242.65,35998.8,20696.49,51539.75,27577.68,13077.61,50936.7,69900.71,239092.7,30104.48,25153.22,70704.53,97884.66,217125.4,48113.93,43572.01,46942.37,61272.48,173408.9,31077.06,29182.24,2.08000764
01-09-1960,39015,01-09-1980,103907.7,130544.8,271017.3,68292.43,71307.98,61053.98,61593.59,170510.8,40084.25,31954.61,50936.68,28476.72,90141.55,29129.55,27644.05,74149.09,41489.4,108834.7,42583.33,42162.72,41719.54,28162.27,75463.47,25274.81,28537.08,1.368365219
01-10-1960,23856,01-10-1980,64345.04,46868.18,141423.2,29665.73,52623.58,49829.2,37969.54,116666.8,31126.96,32916.27,31470.18,20723.17,45013.31,16958.32,23538.43,38251.73,26082.6,46947.33,23650.82,31774.14,18401.06,13525.62,34420.44,11580.72,17105.12,0.867337695
01-11-1960,7917,01-11-1980,13100.83,9904.117,33768.71,8906.25,23962.71,26371.66,22892.08,49810.86,18606.49,22944.37,15100.71,13448.21,21918.53,11056.06,13457.44,19820.95,15399.55,24181.51,13337.73,14809.13,6976.245,5740.657,9275.774,6206.044,7350.214,0.535824879
01-12-1960,4468,01-12-1980,1472.675,1704.686,4056.299,2451.258,2488.089,13202.63,11884.84,23494.78,9971.229,11463.38,9718.29,8646.313,12742.49,7483.003,9533.557,9440.541,8493.435,10756.36,6056.971,7766.803,4864.22,3487.049,5436.621,4128.775,4525.646,0.503084884
01-01-1961,-999,01-01-1981,1143.683,1976.325,1290.963,1621.624,2039.913,7163.279,6947.772,10561.98,5271.986,7075.627,6056.559,5297.752,9177.631,4604.216,7082.073,3652.091,4819.843,4151.034,2552.273,5818.744,4238.612,3079.887,4031.072,3396.411,4704.018,0.664976481
01-02-1961,-999,01-02-1981,866.8972,1778.626,641.9138,822.0518,2066.463,4772.57,4723.318,5651.13,3151.002,5262.344,5819.972,3484.527,6500.746,2825.661,5245.607,10100.31,2631.519,1445.419,1216.128,2450.222,5857.556,2585.741,3570.203,2666.258,3486.345,0.830592958
01-03-1961,-999,01-03-1981,7548.514,1022.987,492.5455,210.2261,1286.025,6770.986,3219.447,3444.72,2079.506,3881.668,7644.562,2458.265,5585.959,2466.809,4146.488,4239.492,1598.099,1489.583,954.1368,1094.378,6745.39,1711.808,2826.745,2273.067,2826.284,0.881265517
01-04-1961,-999,01-04-1981,3125.317,147.8872,311.4343,57.75752,116.649,6377.48,2153.483,1918.251,1537.315,2441.978,7116.456,1590.898,3740.392,2011.057,2694.584,6685.221,877.5111,742.6865,637.6491,694.3923,4681.416,857.115,2015.706,1703.165,1741.678,0.909708649
01-05-1961,-999,01-05-1981,2208.602,1907.218,140.2836,612.3372,381.7228,5191.309,2598.19,1131.171,1228.406,1627.416,4317.02,2058.838,2254.541,1918.241,1736.003,2734.29,2443.903,1183.439,1250.096,617.8419,3354.238,1837.116,1599.723,1783.856,1436.827,1.084253979
01-06-1961,-999,01-06-1981,1398.182,3243.093,246.9317,4730.013,351.1821,3728.634,3398.686,872.9117,2122.036,1007.985,4093.395,2484.964,1593.459,4311.528,1793.778,4809.686,4274.861,1522.913,8158.385,2232.005,3501.885,2920.616,2000.079,4702.581,1553.528,1.555336487
01-07-1961,-999,01-07-1981,19880.71,21386.81,1955.055,21463.39,12108.32,6521.269,7370.622,613.9637,7619.681,2402.683,13052.11,11783.53,4557.564,10907.22,7958.053,27079.35,28288.02,4340.093,23053.44,16405,17805.02,16103.93,4838.879,15300.96,8155.645,2.201795004
01-08-1961,-999,01-08-1981,80085,61338.4,44376.79,53994.45,55597.65,36963.65,28719.46,8975.441,24027.36,15767.73,53228.64,63440.36,29750.97,34287.55,40912.93,70776.06,80759.24,36546.83,57022.97,57308.84,52295.66,46743.98,28082.12,32981.46,39553.71,1.957194979
01-09-1961,-999,01-09-1981,86656.36,112577.1,69962.36,92564.77,101009.5,60709.84,78395.92,33810.12,50380.83,52110.34,44192.07,68891.32,47833.68,43613.61,45485.49,62130.28,94225.06,54138.44,62409.06,60135.54,34436.56,62633.89,43435.36,39339.36,40224.2,1.333164658
01-10-1961,-999,01-10-1981,61299.27,100671.4,67593.04,72859.23,55368.71,53402.23,71422.97,36273.8,55571.49,46227.18,34790.46,32302.79,27356.22,34024.04,33175.23,44859.85,38648.51,27044.93,46728.61,35169.11,25123.1,22936.3,16151.83,27835.66,20661.3,0.877656777
01-11-1961,-999,01-11-1981,28360.55,15410.39,6466.355,23438.09,20752.72,29737.08,32478.68,19430.55,32172.41,28332.61,17280.85,15345.71,12780.39,15113.08,17438.28,22477.53,20492.08,11290.87,20072.65,20578.77,9911.155,6698.879,5392.775,8034.181,9779.99,0.564339915
01-12-1961,-999,01-12-1981,3320.309,1991.197,285.1401,1674.275,3054.901,14676.69,16086.3,8650.734,15454.35,14501.71,10927.66,10025.32,7948.545,9656.753,11649.91,10845.66,10830.98,4725.338,9856.933,11043.42,6063.579,4144.482,3424.275,5138.636,5647.188,0.532640938
01-01-1962,-999,01-01-1982,1199.804,2139.827,792.4476,1633.929,2002.639,7566.119,8837.587,4353.551,8247.892,7795.542,6910.159,6447.347,4905.447,6813.334,8181.053,4678.865,6075.232,1714.016,5441.912,7617.771,4963.001,3593.726,3197.044,4597.082,4798.554,0.687908829
01-02-1962,-999,01-02-1982,555.2581,1972.124,462.9821,1308.467,2244.64,4456.298,5809.054,2489.606,5386.667,5782.848,4250.654,4381.138,3916.295,4887.015,6192.551,1016.898,3421.918,2353.47,2691.502,4707.721,3783.973,3091.65,2927.052,4086.729,4439.011,0.843503697
01-03-1962,-999,01-03-1982,87.1292,1139.003,603.6149,951.0281,2469.851,2800.103,4165.851,1770.481,4225.138,4828.696,3537,3414.545,3884.232,4359.09,5774.947,1423.571,2575.02,315.8972,2853.253,2926.706,3012.324,2303.21,2649.356,3630.542,4475.359,0.890570575
01-04-1962,-999,01-04-1982,2558.869,401.1114,85.50787,88.7257,1850.386,2308.774,3578.863,1055.939,3210.883,4236.442,3949.615,2464.912,2316.308,3212.995,3909.927,1651.62,1586.119,139.2924,683.2024,1410.323,2702.462,1999.295,1962.08,2472.108,3488.71,0.916890545
01-05-1962,-999,01-05-1982,1152.178,1007.679,11.05446,609.0209,1468.587,1893.692,3089.06,499.5427,2601.352,3607.489,2444.711,1790.243,1449.463,2375.902,3210.415,1628,1145.381,582.0433,1117.232,3625.163,1558.248,1095.291,1336.362,2549.562,3187.552,1.076990013
01-06-1962,-999,01-06-1982,601.7516,5453.912,694.6883,4106.419,3804.409,1673.085,4408.874,485.4785,3016.633,3516.1,2899.337,4131.871,1775.828,4821.914,3787.355,4081.47,6893.513,1484.729,7850.008,4882.779,2056.68,5386.293,2108.407,4140.395,3150.09,1.499284227
01-07-1962,-999,01-07-1982,16007.72,22742.92,1164.438,20498.97,18781.88,5253.163,9921.942,485.1171,8453.882,7997.256,11627.24,22698.81,1893.868,12553.22,27038.38,22869.63,46549.93,2151.999,24745.55,38317.17,13961.87,24391.84,3563.995,15217.99,27676.99,2.062018273
01-08-1962,-999,01-08-1982,48367.08,89838.58,15934.95,59527.88,78257.12,19234.77,38758.66,2553.604,29482.78,36838.84,34329.02,50884.16,7328.97,44894.25,33161.26,54556.56,72990.73,10109.61,62734.38,46599.48,36678.05,47547.51,9196.242,43595.79,34738.81,1.85097106
01-09-1962,-999,01-09-1982,92967.32,112006.9,17696.82,102727.7,66516.93,47354.47,69714.45,8018.738,58547.51,44066.8,35727.1,47262.19,8766.139,38997.67,37203.13,46842.22,64035.94,10157.41,56036.88,52812.12,32862,41771.34,8735.646,36978.7,31960.2,1.301685568
01-10-1962,-999,01-10-1982,41793.96,46181.1,5587.758,45431.38,52526.75,34621.35,47227.5,8052.805,43132.31,37892.39,22205.65,29566.86,7554.342,25733.4,25229.02,26411.03,32059.71,5808.374,34979.75,29749.39,11946.86,15426.21,3506.211,15972.98,17533.46,0.88722621
01-11-1962,-999,01-11-1982,5003.979,6855.826,1102.129,11815.19,14497.96,18480.67,24729.45,5219.424,25080.79,21491.56,12597.55,14476.99,4676.655,14438.46,13489.69,15361.45,17489.38,4611.718,17864.13,15590.97,4960.638,6454.274,2203.821,7699.62,6226.219,0.59181702
01-12-1962,-999,01-12-1982,1262.729,1542.32,622.8154,1574.274,811.5572,9730.743,12498.44,3119.221,12500.16,10385.24,8131.159,9358.003,2943.566,9258.651,8882.275,7104.463,9146.436,2561.461,9599.1,7943.709,3875.084,4290.627,1961.45,5126.57,4082.169,0.561264435
01-01-1963,-999,01-01-1983,1258.327,1458.48,1354.042,1585.301,1033.244,5514.1,7131.506,1832.227,7155.349,5666.752,5242.848,5879.47,2192.187,6616.433,5714.992,3395.614,4760.177,1255.373,6596.035,3467.51,3708.154,3452.841,1614.284,4860.693,3727.837,0.709629864
01-02-1963,-999,01-02-1983,787.2471,949.8863,1118.292,2211.795,746.3398,3563.846,4859.806,1047.976,5767.556,3874.031,3623.425,3952.951,1338.915,5288.908,4209.001,1020.936,2816.287,386.2618,2760.318,1896.273,3081.531,2881.894,1202.389,4807.718,3409.491,0.855517856
01-03-1963,-999,01-03-1983,227.9357,462.41,330.3444,1745.382,360.8408,2457.092,3718.937,464.5216,4293.101,2805.246,3326.749,3035.741,1285.287,3827.115,3438.414,2056.778,1649.169,284.424,1229.132,953.8684,2940.402,2126.179,824.4466,3304.608,2321.024,0.899188711
01-04-1963,-999,01-04-1983,208.6773,286.6895,132.9695,41.48538,52.11197,1531.22,3167.71,139.3289,2766.421,1910.712,2575.247,2174.956,1613.982,2772.246,2474.154,438.3369,973.0997,739.7731,1088.162,645.2262,1840.366,1532.636,764.5574,2189.281,1601.449,0.92352545
01-05-1963,-999,01-05-1983,202.0053,1515.624,380.5854,309.1383,120.018,915.3711,3499.977,20.62717,2351.956,1244.922,1577.1,1998.582,1260.892,1844.346,1352.642,502.9357,1530.137,803.262,1170.132,624.8752,911.2838,2067.448,731.847,1985.005,1116.739,1.070372449
01-06-1963,-999,01-06-1983,794.5215,2128.11,5794.479,3425.743,627.4016,637.7502,3208.41,847.9518,2705.694,977.9622,2384.334,2064.565,3782.894,4970.295,2714.744,2556.71,2595.004,4257.005,9520.187,5159.184,1923.995,1741.178,3133.493,5127.755,2216.176,1.449666865
01-07-1963,-999,01-07-1983,8375.051,11256.36,2514.324,33490.46,36282.3,1702.875,5210.409,1845.556,11131.92,5745.679,8408.283,6966.028,2609.899,19622.32,18563.4,18167.35,18366.49,3020.659,28197.58,31054.19,8237.656,8274.129,1500.94,20174.25,22392.56,1.941668818
01-08-1963,-999,01-08-1983,43621.38,41522.24,3537.879,40768.94,55932.11,13956.71,18631.94,2108.737,26286.6,22483.63,22321.88,20434.71,3852.507,21669.55,29631.61,38490.05,35305.11,9112.941,36382.69,46312.5,26139.68,26977.23,3475.642,21673.53,24778.4,1.758648398
01-09-1963,-999,01-09-1983,65235.9,54600.66,25170.25,48527.11,62476.17,27699.14,36821.08,5786.231,31740.64,36374.04,24248.36,26571.96,9825.387,25365.15,25287.06,41192.36,38381.21,12717.33,39232.8,39756.77,22740.4,25490.78,11943.76,25401.3,25005.41,1.273475994
01-10-1963,-999,01-10-1983,52352.71,37782.71,15050.81,51559.72,39531.31,32385.57,31320.3,10397.99,34341.23,28727.91,26000.35,19525.94,8350.044,22436.92,15750.95,35012.49,24821.26,7536.674,30503.83,19820.98,21823.42,11939.99,4407.274,18500.76,9822.831,0.896092101
01-11-1963,-999,01-11-1983,20001.72,12477.74,687.2665,18467.61,4132.426,21444.97,18686.29,5822.137,23784.66,15089.47,14398.05,12875.15,4449.035,13458.24,9970.425,17772.23,15310.07,3435.17,16213.88,9643.884,7001.405,5808.484,1669.412,8074.194,4227.671,0.618184934
01-12-1963,-999,01-12-1983,3572.782,3460.623,186.6606,3446.018,566.5592,11957.23,10183.19,2841.089,12486.47,7845.424,9975.265,8686.64,2195.884,9488.898,6134.182,10249.57,8855.581,1814.246,10088.95,4176.29,5101.836,3622.797,1483.24,5062.929,3314.439,0.588859139
01-01-1964,-999,01-01-1984,2921.229,2432.833,637.4515,2765.01,771.1432,7237.624,6096.315,1399.09,7467.995,4492.729,6837.19,5803.547,1387.359,6821.077,3917.909,6286.982,7982.605,668.6465,4579.916,2098.384,4623.774,3212.519,1360.808,4692.537,3143.759,0.730148112
01-02-1964,-999,01-02-1984,2218.724,3819.54,432.6711,2319.766,564.2636,5228.074,5648.294,702.6483,5184.162,3187.322,5211.818,5043.484,1141.57,4537.869,3221.802,4728.22,6844.382,475.4315,2075.334,2269.514,4415.305,4268.541,1043.9,3624.366,3176.286,0.866683973
01-03-1964,-999,01-03-1984,1714.139,6042.945,367.4871,762.3873,606.9034,4189.039,5922.967,269.3094,3416.952,2639.493,4239.387,4425.441,1000.757,3385.47,3302.743,1517.157,4275.914,232.676,887.5845,1246.441,3427.182,3881.747,797.7728,2575.284,2492.137,0.907163961
01-04-1964,-999,01-04-1984,67.43752,3151.461,96.44587,0.5156603,1082.363,2615.618,4962.248,80.84669,2213.33,2522.534,2581.243,2790.325,941.0745,2090.114,3541.083,931.7008,2482.955,475.2989,537.5955,1806.798,1952.041,2856.843,775.526,1706.68,2165.091,0.929651187
01-05-1964,-999,01-05-1984,100.255,2667.327,761.1513,62.90584,1320.664,1710.879,4763.384,46.5444,1662.841,2372.592,1965.458,2299.815,2476.694,1568.711,2617.743,1641.617,2823.115,3686.59,779.8154,1448.06,1630.224,2966.154,827.2121,1232.891,2010.968,1.064340537
01-06-1964,-999,01-06-1984,307.308,3722.217,11433.47,1407.337,1186.728,1279.751,4239.616,528.5476,2441.07,2196.648,1364.314,4123.996,5966.014,2186.605,2946.904,2190.772,5735.214,6983.209,2459.946,6626.647,1908.106,3862.551,5076.225,2874.62,2694.441,1.405617015
01-07-1964,-999,01-07-1984,1958.952,26569.32,6984.94,13356.19,10203.61,1128.706,10501.26,4081.257,3994.929,3818.327,3007.952,11406.62,4534.647,15031.48,8785.789,10558.54,28719.83,5755.052,26102.64,17685.24,4310.408,17329.36,5364.949,13334.03,8063.856,1.837503291
01-08-1964,-999,01-08-1984,32793.09,52184.91,19915.92,91951.66,34974.64,4469.343,29416.15,7013.188,31141.07,13808.65,25556.34,35427.2,10300.97,41621.14,24840.03,54637.69,57687.87,20170.77,61114,47730.15,29138.4,34087.58,15320.04,43292.3,26838.97,1.678050091
01-09-1964,-999,01-09-1984,96797.75,90292.59,33936.27,65624.55,90671.94,29753.45,55358.61,15781.3,48249.57,42658.43,27947.51,44843.89,13494.74,31937.07,38119.99,43959.91,67605.65,16588.8,50027.03,56225.1,28210.68,42344.55,13602.2,28198.95,38747.96,1.248148183
01-10-1964,-999,01-10-1984,45094.96,60783.92,11831.63,39553.06,74392.33,31017.04,48665.61,14540.32,35912.52,49931.83,20085.06,30291.71,12782.54,19819.49,36827.15,28945.45,36315.28,11239.18,27718.17,40761.3,13158.7,17608.34,6666.685,13764.75,25043.56,0.904299082
01-11-1964,-999,01-11-1984,15068.75,12171.25,1053.42,8995.757,31218.57,21096.23,27064.63,8567.067,19399.14,32343.29,11860.99,15673.77,7831.948,10774.06,18416.03,12726.24,21379.95,6668.154,12852.16,19407.03,6110.4,7763.288,2699.389,5352.255,9254.764,0.643392865
01-12-1964,-999,01-12-1984,2186.396,4269.972,705.4685,596.6758,3480.06,10107.72,14921.84,4353.365,9522.143,15286.28,7590.838,10694.76,4539.623,6988.883,11044.33,5824.132,11140.57,3045.229,6031.395,10071.54,3118.261,5087.911,2100.427,3770.37,4509.763,0.615351426
01-01-1965,3087,01-01-1985,895.1516,2694.839,1212.785,900.7244,983.9654,5348.22,8357.728,2122.761,5333.502,7432.978,5048.645,6497.792,2641.356,4464.582,6842.912,4693.648,6310.525,853.3727,2735.358,4392.583,3007.381,4047.756,2103.682,3527.764,3769.415,0.749482266
01-02-1965,2431,01-02-1985,1136.033,1545.792,573.049,615.8455,629.339,3842.083,5557.641,955.0784,3577.699,4445.751,4474.406,4125.606,1559.578,3077.385,4880.425,1850.101,4123.616,274.4245,850.3109,2768.589,2849.577,3394.23,1724.466,2936.554,3394.34,0.877050228
01-03-1965,2124,01-03-1985,650.479,856.1612,116.0489,190.4793,726.2639,2877.008,4409.088,358.6693,2476.186,3432.33,3536.258,3311.994,1190.29,2345.837,4322.723,1257.485,2838.944,170.6479,273.2539,1159.162,2677.56,2676.83,1122.623,2140.822,3049.035,0.914538624
01-04-1965,2122,01-04-1985,24.69459,452.5983,3.637075,7.904068,35.94169,2086.718,3860.784,81.44868,1677.066,2159.284,2891,2398.205,963.8665,1762.436,2929.941,1212.344,1491.05,311.0649,311.224,604.7827,1846.622,2104.589,793.1389,1781.069,2024.869,0.935303583
01-05-1965,2915,01-05-1985,1929.153,2246.963,122.8996,103.899,910.8466,1899.835,4012.689,10.43107,1316.93,1626.465,3826.905,2288.637,782.148,1615.717,2495.059,3483.808,2800.773,503.4862,699.5449,1705.11,3628.301,2504.898,758.6849,1384.944,1645.837,1.058839747
01-06-1965,3492,01-06-1985,30527.9,6519.097,202.6683,6005.645,2105.542,7034.404,5515.322,12.86838,2578.44,1616.506,30655.86,4279.833,546.4681,4108.457,4516.38,40300.63,6652.457,635.0769,5827.963,8827.422,27366.05,4552.575,738.8948,4405.859,4025.261,1.366404942
01-07-1965,12090,01-07-1985,74005.11,22774.29,1835.308,17778.3,44504.73,38721.4,10946.79,52.46804,6540.008,11544.95,39051.21,11804.45,3493.092,9909.113,30478.66,55201.49,24187.74,7487.863,23059.17,43231.98,36631.73,16599.93,1831.046,12577.72,31819.3,1.746912153
01-08-1965,27790,01-08-1985,76434.11,36814.29,60904.79,44119.88,63466.28,52309.59,27384.22,24912.38,21135.68,32682.14,45778.76,19104.48,136979.3,23481.67,34776.43,53304.13,31778.56,128527,41971.52,50058.97,39953.88,23430.04,99654.66,26522.44,30087.42,1.607399708
01-09-1965,27810,01-09-1985,52633.7,42764.81,208603.1,77808.45,71035.45,46955.23,33932.44,120421.5,39381.87,48546.91,31637.62,23346.69,90087.39,32248.75,42937.54,47025.43,31374.52,105125.3,47885.31,63908.21,27057.82,23160.54,76850.02,33657.93,42171.01,1.225368016
01-10-1965,10160,01-10-1985,33340.56,26227.78,121065.5,54773.36,79537.39,36675.6,29126.02,83419.77,37893.64,50668.31,27995.25,16412.27,32043.39,22943.01,33375.68,36115.28,18987.71,32031.93,27502.86,36793.15,17965.78,10568.2,17528.62,16282.1,22422.56,0.911890111
01-11-1965,6153,01-11-1985,30531.06,3138.557,10231.87,10957.31,20550.39,28817.93,14563.65,32547.32,22558.09,27388.9,18850.11,10290.92,13408.71,13470.79,15796.9,23067.74,11757.87,15009.13,16850.01,18113.04,13714.74,3503.885,4669.928,7161.837,7290.921,0.667408371
01-12-1965,3591,01-12-1985,9717.654,1035.359,345.5373,3001.087,906.8222,15990.55,7793.315,14735.52,11957.16,13128.69,11968.21,5972.516,9684.459,9215.919,10802.83,13510.15,6262.944,6903.464,8562.148,10347.2,7076.562,2734.661,3759.773,4960.1,4872.413,0.640688362
01-01-1966,2726,01-01-1986,2509.643,1341.163,868.3882,2001.62,1311.462,8560.427,4808.826,7208.392,6403.442,7369.371,7948.874,3646.932,6782.078,5886.648,7431.81,5806.002,3442.681,3162.724,3582.568,4125.71,4974.041,2653.181,3400.299,3989.314,4444.227,0.767659362
01-02-1966,2341,01-02-1986,1370.999,1023.438,627.7432,1238.994,970.8624,5195.218,3635.318,4023.963,4021.786,4604.853,5178.172,3021.275,5224.69,5255.308,5093.162,3064.791,4579.878,773.9657,6244.225,2034.104,4086.277,2498.51,2913.943,4128.388,3368.155,0.886663985
01-03-1966,1972,01-03-1986,556.3262,1481.774,334.0402,3471.162,354.1116,3588.737,3389.788,2477.106,4554.447,3155.528,4039.027,2477.251,4580.009,5074.087,4081.471,1169.749,1933.077,1462.104,2066.614,1752.818,3100.398,1723.602,2579.066,4583.51,2626.193,0.921353134
01-04-1966,1403,01-04-1986,79.36376,322.5307,61.92271,838.7573,39.94477,2561.443,2859.83,1677.386,3670.302,2307.118,3053.335,1632.05,3707.733,3850.945,3525.118,1129.206,932.2094,761.2332,1655.424,1007.096,2501.308,1037.802,2512.242,3355.533,2247.408,0.940516468
01-05-1966,1429,01-05-1986,1347.078,436.5047,1113.046,1180.264,657.2675,2395.005,2168.249,1695.74,3089.248,2647.794,2945.64,941.2893,2742.446,2338.208,2084.813,2066.967,356.156,1746.765,1264.454,855.3823,2601.062,757.9194,2596.759,2276.203,2248.655,1.053821054
01-06-1966,2762,01-06-1986,1122.087,893.203,3433.875,1712.686,111.846,1994.267,1449.795,1659.09,2632.913,1824.257,2342.052,1919.735,5023.884,2628.395,1149.956,3670.167,4004.643,6597.159,3545.327,1321.464,2158.456,717.85,4260.772,3172.905,1754.383,1.33141341
01-07-1966,14690,01-07-1986,11528.62,18502.08,13529.46,8975.081,7476.098,3497.421,4868.828,4681.976,4270.983,2355.86,9424.351,8995.263,34648.43,7133.135,6293.183,20895.76,21112.01,31497.09,21541.88,11628.75,12224.86,11242.5,22800.49,9233.162,7056.415,1.667779433
01-08-1966,35570,01-08-1986,54333.07,41718.29,108089.4,54904.35,39794.46,17296.72,21207.12,62033.89,19553.84,11015,24919.07,45167.33,144290.7,29234.8,24368.6,35832.3,65011.35,163682.3,47473.45,36468.48,26741.58,33445.64,123897.3,33145.43,27275.22,1.545237441
